Company,Sector,PE,3Y High,3Y Low,% Assets
Voltas,Cons Durable,47.85,2.6,2.23,2.48
Cholamandalam Invest. & Fin.,Financial,18.46,2.38,1.79,2.32
Balkrishna Industries,Automobile,22.05,2.25,2.04,2.21
JK Cement,Construction,19.94,2.36,0.38,2.14
Dr. Lal Pathlabs,Healthcare,58.37,2.51,2.14,2.14
Page Industries,Textiles,66.04,2.77,1.92,2.13
Emami,FMCG,48.45,2.01,0,2.01
494. Mirae Asset Great Consumer Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,7.72,3.47,6.89
ITC,FMCG,24.06,6.55,2.43,6.55
Dabur India,FMCG,56.47,5.58,0.45,5.12
ICICI Bank,Financial,54.6,5.44,1.92,4.42
Tata Global Beverages,FMCG,41.99,4.33,0,3.95
Page Industries,Textiles,66.04,3.61,0,3.61
Maruti Suzuki India,Automobile,32.29,4.51,2.28,3.46
Voltas,Cons Durable,47.85,3.42,1.45,3.35
Hindustan Unilever,FMCG,70.25,3.28,0.02,3.18
Titan Company,Cons Durable,83.8,3.17,0,3.14
Whirlpool,Cons Durable,62.92,3.25,0,3.14
Axis Bank,Financial,45.35,2.98,0,2.98
Aditya Birla Fashion and Retail,Services,47.12,3.95,0,2.98
United Breweries,FMCG,69.65,3.42,0,2.93
Jyothy Labs,FMCG,31.55,3.72,0,2.9
Britannia Inds.,FMCG,68.74,2.87,0,2.87
Kajaria Ceramics,Construction,38.47,3.07,0,2.77
VIP Industries,Chemicals,58.67,2.75,0,2.75
TVS Motor Co.,Automobile,31,2.92,0,2.71
Bharti Airtel,Communication,0,2.65,0,2.65
Max Financial Services,Financial,77.92,2.63,0,2.54
Nestle India,FMCG,85.64,4.29,0,2.39
Dr. Lal Pathlabs,Healthcare,58.37,2.31,0,2.31
Emami,FMCG,48.45,2.48,0,2.3
Indusind Bank,Financial,22.19,4.34,0,2.22
495. Mirae Asset Healthcare Fund - Regular Plan,,,,,
Sun Pharmaceutical Inds.,Healthcare,31.92,13.65,9.78,12.31
Divi's Laboratories,Healthcare,34.53,10.44,7.19,10.43
Dr. Reddy's Lab,Healthcare,21.78,8.44,5.69,8.44
Cipla,Healthcare,23.59,9.46,7.11,7.11
Torrent Pharmaceuticals,Healthcare,58.14,7.24,3.58,6.95
Aurobindo Pharma,Healthcare,10.96,7.25,3.57,5.78
Ipca Laboratories,Healthcare,22.85,5.69,2.39,5.69
Lupin,Healthcare,47.14,5.47,3.52,4.72
Dr. Lal Pathlabs,Healthcare,58.37,4.96,2.53,4.48
Vinati Organics,Chemicals,36.64,4.64,1.4,4.28
Ajanta Pharma,Healthcare,22.13,3.83,1.88,3.83
Biocon,Healthcare,31.24,4.13,3.43,3.73
Alkem Laboratories,Healthcare,29.07,4.55,2.54,3.38
Syngene International,Healthcare,39.24,3.14,0,2.9
Neogen Chemicals,Chemicals,44.39,2.55,0,2.46
Sanofi India,Healthcare,36.43,2.45,1.39,2.31
Laurus Labs,Healthcare,40.43,2.26,0.74,2.26
Navin Fluorine International,Chemicals,25.34,2.26,1.57,1.88
Max Financial Services,Financial,77.92,1.82,0.82,1.54
Jubilant Life Sciences,Healthcare,16.18,2.79,0.93,1.09
Abbott India,Healthcare,47.83,2.13,0.9,1.06
Tata Chemicals,Chemicals,13.09,1.44,0,1.04
Cadila Healthcare,Healthcare,15,2.5,0.87,0.92
Natco Pharma,Healthcare,17.26,1.84,0,0.73
HDFC Life Insurance,Financial,92.87,1.16,0,0.58
496. Mirae Asset Hybrid Equity Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,8.4,5.87,6.8
ICICI Bank,Financial,54.6,5.36,3.25,5.09
Reliance Industries,Energy,21.03,4.9,1.88,4.9
Larsen & Toubro,Construction,21.91,3.76,2.33,3.75
State Bank of India,Financial,30.54,3.73,2.18,3.7
Axis Bank,Financial,45.35,4.26,0.09,3.33
ITC,FMCG,24.06,3.5,1.63,3.16
Tata Consultancy Services,Technology,24.03,3.57,1.07,3.11
Indusind Bank,Financial,22.19,3.35,0.37,2.49
Infosys,Technology,17.88,4.46,1.86,2.38
HDFC,Financial,34.78,3.62,0.24,2.25
Tata Steel,Metals,4.78,2.87,1.4,1.98
Maruti Suzuki India,Automobile,32.29,2.77,1.38,1.44
NTPC,Energy,10.18,1.54,0,1.38
Mirae Asset Nifty 50 ETF Reg-G,-,-,-,-,1.37
Sun Pharmaceutical Inds.,Healthcare,31.92,1.75,0.63,1.36
HPCL,Energy,9.19,3.72,0.49,1.18
Grasim Industries,Construction,25.9,3.58,0.6,1.17
Page Industries,Textiles,66.04,1.13,0,1.13
Voltas,Cons Durable,47.85,1.15,0.18,1.07
Max Financial Services,Financial,77.92,1.29,0,1.06
Bharti Airtel,Communication,0,1.49,0.45,1.05
Divi's Laboratories,Healthcare,34.53,1.28,0,1.04
Power Finance Corp.,Financial,3.98,1.16,0,1.03
Wipro,Technology,14.63,1.52,0,1
497. Mirae Asset Large Cap Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,9.36,6.8,9.36
ICICI Bank,Financial,54.6,6.69,4.04,6.6
Reliance Industries,Energy,21.03,6.67,2.23,6.08
ITC,FMCG,24.06,4.44,2.32,4.44
Axis Bank,Financial,45.35,5.36,0.66,4.44
State Bank of India,Financial,30.54,5.38,2.93,4.3
Larsen & Toubro,Construction,21.91,4.38,3.14,4.13
Infosys,Technology,17.88,5.44,2.52,3.72
Tata Consultancy Services,Technology,24.03,4.02,1.17,3.42
Kotak Mahindra Bank,Financial,37.49,4.07,2.11,2.63
Maruti Suzuki India,Automobile,32.29,4,2.23,2.59
Indusind Bank,Financial,22.19,4.18,1.73,2.58
HDFC,Financial,34.78,4.33,2.23,2.58
NTPC,Energy,10.18,2.33,0,1.95
Divi's Laboratories,Healthcare,34.53,2.02,0,1.93
HPCL,Energy,9.19,4.02,0.8,1.93
Dabur India,FMCG,56.47,2.2,0.64,1.73
HDFC Life Insurance,Financial,92.87,1.62,0,1.48
Bharti Airtel,Communication,0,1.77,0.47,1.41
Havells India,Engineering,55.86,2.05,0,1.34
Tata Steel,Metals,4.78,3.5,1.28,1.28
Voltas,Cons Durable,47.85,1.66,0.76,1.26
Max Financial Services,Financial,77.92,1.15,0,1.15
Hindalco Inds.,Metals,51.04,2.08,0,1.15
Torrent Pharmaceuticals,Healthcare,58.14,1.4,0.23,1.15
498. Mirae Asset Midcap Fund - Regular Plan,,,,,
Federal Bank,Financial,10.93,3.9,3.41,3.74
ICICI Bank,Financial,54.6,3.66,2.55,3.66
Voltas,Cons Durable,47.85,3.77,2.49,3.18
Max Financial Services,Financial,77.92,3.12,2.49,3.12
State Bank of India,Financial,30.54,2.97,2.13,2.97
MindTree,Technology,19.15,2.94,1.85,2.94
Page Industries,Textiles,66.04,3.07,1.92,2.8
Shriram Transport Finance,Financial,9.3,2.83,0,2.72
Balkrishna Industries,Automobile,22.05,2.65,1.46,2.65
Emami,FMCG,48.45,2.71,2.19,2.57
Muthoot Finance,Financial,13.62,2.81,0.51,2.49
Crompton Greaves Consumer Electricals,Cons Durable,38.93,2.48,1.31,2.43
HDFC Bank,Financial,29.04,2.42,2.16,2.42
Axis Bank,Financial,45.35,2.4,1.81,2.4
Thermax,Engineering,39.88,2.4,0,2.4
Aditya Birla Fashion and Retail,Services,47.12,2.32,1.28,2.32
Gujarat State Petronet,Energy,14.02,2.31,2.27,2.31
SRF,Diversified,23.46,2.25,1.71,2.25
Tata Chemicals,Chemicals,13.09,2.4,1.78,2.24
TVS Motor Co.,Automobile,31,2.51,2.22,2.22
Tata Global Beverages,FMCG,41.99,2.43,1.46,2.17
Kansai Nerolac Paints,Chemicals,61.13,2.27,2.15,2.17
Bharti Airtel,Communication,0,2.04,0,2.04
Bharat Forge,Automobile,20.9,2.04,0,2.04
HPCL,Energy,9.19,2.02,1.47,2.02
499. Mirae Asset Nifty 50 ETF - Regular Plan,,,,,
HDFC Bank,Financial,29.04,11.16,10.3,11.16
Reliance Industries,Energy,21.03,10.04,8.85,9.59
HDFC,Financial,34.78,8.14,6.87,7.2
Infosys,Technology,17.88,6.98,5.77,6.34
ICICI Bank,Financial,54.6,6.03,5.22,5.77
Tata Consultancy Services,Technology,24.03,5.31,4.46,4.7
ITC,FMCG,24.06,5.64,4.7,4.7
Kotak Mahindra Bank,Financial,37.49,4.6,3.75,4.6
Larsen & Toubro,Construction,21.91,4.09,3.5,3.78
Hindustan Unilever,FMCG,70.25,3.03,2.61,3.03
Axis Bank,Financial,45.35,3.27,2.53,2.89
State Bank of India,Financial,30.54,2.81,2.18,2.18
Bajaj Finance,Financial,47.43,2.01,1.38,2.01
Maruti Suzuki India,Automobile,32.29,2.33,1.58,1.84
Asian Paints,Chemicals,65.48,1.69,1.28,1.69
Indusind Bank,Financial,22.19,1.96,1.5,1.61
Bharti Airtel,Communication,0,1.45,0.93,1.45
HCL Technologies,Technology,14.98,1.39,1.22,1.25
Titan Company,Cons Durable,83.8,1.15,0.89,1.12
NTPC,Energy,10.18,1.19,1.01,1.08
Bajaj Finserv,Financial,34.38,1.08,0.82,1.07
Mahindra & Mahindra,Automobile,12.49,1.73,1.06,1.06
Power Grid Corporation,Energy,7.05,1.09,0.92,1
Ultratech Cement,Construction,38.2,1.03,0.85,0.94
Tech Mahindra,Technology,16.09,1.2,0.91,0.93
500. Mirae Asset Tax Saver Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,10.01,4.31,10.01
ICICI Bank,Financial,54.6,6.4,4.15,6.34
Reliance Industries,Energy,21.03,5.81,0.02,5.08
State Bank of India,Financial,30.54,4.61,1.55,4.61
ITC,FMCG,24.06,4.29,0.87,4.29
Axis Bank,Financial,45.35,5.5,0,3.98
Larsen & Toubro,Construction,21.91,3.8,1.14,3.69
Tata Consultancy Services,Technology,24.03,4.31,0.04,3.64
Indusind Bank,Financial,22.19,5.31,1.65,3.41
Infosys,Technology,17.88,5.1,1.17,3.25
HDFC,Financial,34.78,2.74,0,2.74
Page Industries,Textiles,66.04,2.61,0,2.61
Maruti Suzuki India,Automobile,32.29,4.31,2.08,2.47
Max Financial Services,Financial,77.92,2.39,0,2.39
Voltas,Cons Durable,47.85,2.55,0.99,2.25
Tata Steel,Metals,4.78,3.43,1.82,2.19
Gujarat State Petronet,Energy,14.02,1.97,0,1.97
Divi's Laboratories,Healthcare,34.53,2.3,0,1.85
HPCL,Energy,9.19,3.49,0.9,1.82
Tata Global Beverages,FMCG,41.99,4.27,0,1.78
NTPC,Energy,10.18,1.91,0,1.73
Balkrishna Industries,Automobile,22.05,1.72,0,1.72
Sun Pharmaceutical Inds.,Healthcare,31.92,2.69,0.63,1.68
Dabur India,FMCG,56.47,2.35,0,1.5
Dr. Lal Pathlabs,Healthcare,58.37,1.62,0,1.47
501. Motilal Oswal Dynamic Fund - Regular Plan,,,,,
Bajaj Finance,Financial,47.43,10.32,1.21,10.32
HDFC Bank,Financial,29.04,9.67,3.14,9.67
United Spirits,FMCG,58.21,8.89,1.4,8.72
HDFC,Financial,34.78,10.19,1.19,8.35
Kotak Mahindra Bank,Financial,37.49,5.53,0,5.53
ICICI Bank,Financial,54.6,5.23,0,5.23
Asian Paints,Chemicals,65.48,4.03,0,4.03
HDFC Life Insurance,Financial,92.87,3.83,0,3.83
Maruti Suzuki India,Automobile,32.29,8.33,1.52,3.62
Larsen & Toubro,Construction,21.91,3.24,0,3.21
Hindustan Unilever,FMCG,70.25,3.06,0,3.06
Tata Consultancy Services,Technology,24.03,2.91,0,2.91
Page Industries,Textiles,66.04,2.6,0,2.6
Britannia Inds.,FMCG,68.74,3.27,0,2.21
Axis Bank,Financial,45.35,2.11,0,2.11
HDFC Asset Management Company,Financial,64.57,2.09,0,2.09
502. Motilal Oswal Equity Hybrid Fund - Regular Plan,,,,,
HDFC Life Insurance,Financial,92.87,9.56,3.42,8.7
Tata Consultancy Services,Technology,24.03,7.48,2.89,7.48
ICICI Bank,Financial,54.6,7.1,0,7.1
HDFC Bank,Financial,29.04,7,4.37,6.7
Kotak Mahindra Bank,Financial,37.49,5.69,3.18,5.69
Abbott India,Healthcare,47.83,5.22,2.84,5.22
Larsen & Toubro,Construction,21.91,4.77,2.25,4.77
Avenue Supermarts,Services,105.09,5.16,0,4.21
Container Corp.,Services,31.26,3.24,1.63,3.24
ABB,Engineering,81.98,3.26,1.05,3
Maruti Suzuki India,Automobile,32.29,4.07,2.61,2.91
Bajaj Finance,Financial,47.43,2.74,1.86,2.74
Dr. Reddy's Lab,Healthcare,21.78,2.51,0,2.51
Infosys,Technology,17.88,2.99,2.26,2.26
Britannia Inds.,FMCG,68.74,2.18,1.39,2.18
ICICI Lombard General Insurance,Financial,54.96,4.08,2.1,2.1
Page Industries,Textiles,66.04,1.73,0,1.73
Wabco India,Automobile,44.15,1.97,1.56,1.59
Eicher Motors,Automobile,26.89,3.05,1.43,1.54
Shree Cement,Construction,53.3,1.52,0,1.48
Havells India,Engineering,55.86,2.23,1.27,1.27
Mahindra Logistics,Services,32.18,1.81,0.08,1.12
Titan Company,Cons Durable,83.8,1.14,0,1.06
503. Motilal Oswal Focused 25 Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,10.79,8.68,10.59
HDFC Life Insurance,Financial,92.87,10.25,0,10.25
ICICI Bank,Financial,54.6,8.09,0,7.96
Tata Consultancy Services,Technology,24.03,8.12,0,7.34
Kotak Mahindra Bank,Financial,37.49,9.25,4.36,6.71
Avenue Supermarts,Services,105.09,6.08,0,6.08
Larsen & Toubro,Construction,21.91,6.15,0,5.99
ABB,Engineering,81.98,6.44,0,4.56
Container Corp.,Services,31.26,5.9,0,4.25
Abbott India,Healthcare,47.83,4.07,0,4.07
Maruti Suzuki India,Automobile,32.29,9.73,3.72,3.96
Max Financial Services,Financial,77.92,9.34,3.35,3.63
Britannia Inds.,FMCG,68.74,8.03,2.61,3.57
ICICI Lombard General Insurance,Financial,54.96,6.27,0,2.97
Infosys,Technology,17.88,6.84,0,2.77
Dr. Reddy's Lab,Healthcare,21.78,2.82,0,2.77
Bajaj Finserv,Financial,34.38,5.83,0,2.67
Eicher Motors,Automobile,26.89,8.21,2.34,2.42
Eris Lifesciences,Healthcare,19.08,2.59,0,1.63
Quess Corp,Financial,26.76,3.9,0,1.53
Havells India,Engineering,55.86,5.17,0,1.51
Mahindra Logistics,Services,32.18,2.28,0,1.47
Shree Cement,Construction,53.3,1.11,0,1
504. Motilal Oswal Large and Midcap Fund - Regular Plan,,,,,
505. Motilal Oswal Long Term Equity Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,9.65,7.4,9.65
ICICI Bank,Financial,54.6,9.24,0,9.24
Axis Bank,Financial,45.35,6.27,0,6.27
HDFC Life Insurance,Financial,92.87,5.21,0,5.21
Larsen & Toubro,Construction,21.91,5.85,0,5
Kotak Mahindra Bank,Financial,37.49,4.93,0,4.93
Maruti Suzuki India,Automobile,32.29,9.2,3.09,4.92
Asian Paints,Chemicals,65.48,4.11,0,4.11
Bajaj Finance,Financial,47.43,6.12,2.11,4.01
Hindustan Unilever,FMCG,70.25,4.06,0,3.96
Page Industries,Textiles,66.04,3.6,0,3.6
HDFC Asset Management Company,Financial,64.57,3.55,0,3.55
AU Small Finance Bank,Financial,35.47,3.39,0,3.08
Britannia Inds.,FMCG,68.74,4.06,0,2.94
Havells India,Engineering,55.86,2.93,0,2.87
Shree Cement,Construction,53.3,2.76,0,2.76
Voltas,Cons Durable,47.85,6.26,0,2.72
Titan Company,Cons Durable,83.8,2.66,0,2.55
Jubilant FoodWorks,Services,63.69,2.49,0,2.49
Crompton Greaves Consumer Electricals,Cons Durable,38.93,2.33,0,2.33
Tata Consultancy Services,Technology,24.03,3.29,0,2.24
Infosys,Technology,17.88,8.88,0,2.09
ICICI Lombard General Insurance,Financial,54.96,4.98,0,2.03
United Spirits,FMCG,58.21,3.71,0,2.02
Eris Lifesciences,Healthcare,19.08,5.26,0,1.85
506. Motilal Oswal M50 ETF Fund,,,,,
HDFC Bank,Financial,29.04,11.21,7.87,11.21
Reliance Industries,Energy,21.03,10.04,5.39,9.64
HDFC,Financial,34.78,8.22,6.48,7.2
Infosys,Technology,17.88,6.83,4.61,6.23
ICICI Bank,Financial,54.6,6.01,4.15,5.92
ITC,FMCG,24.06,7.63,4.65,4.72
Tata Consultancy Services,Technology,24.03,5.32,3.2,4.66
Kotak Mahindra Bank,Financial,37.49,4.64,2.54,4.64
Larsen & Toubro,Construction,21.91,4.11,3.51,3.85
Hindustan Unilever,FMCG,70.25,2.99,1.88,2.99
Axis Bank,Financial,45.35,3.42,2.06,2.92
State Bank of India,Financial,30.54,3.01,2.16,2.2
Bajaj Finance,Financial,47.43,2.03,0,2.03
Maruti Suzuki India,Automobile,32.29,3.18,1.59,1.89
Indusind Bank,Financial,22.19,2.35,1.5,1.76
Asian Paints,Chemicals,65.48,1.68,1.2,1.68
Bharti Airtel,Communication,0,1.72,0.92,1.47
HCL Technologies,Technology,14.98,1.55,1.19,1.24
Titan Company,Cons Durable,83.8,1.15,0,1.12
Mahindra & Mahindra,Automobile,12.49,2.03,1.09,1.11
Bajaj Finserv,Financial,34.38,1.09,0,1.09
NTPC,Energy,10.18,1.4,1,1.08
Nestle India,FMCG,85.64,1.05,0,1.05
Power Grid Corporation,Energy,7.05,1.45,0.9,0.99
Ultratech Cement,Construction,38.2,1.29,0.84,0.96
507. Motilal Oswal Midcap 100 Exchange Traded Fund,,,,,
Federal Bank,Financial,10.93,3.18,0,2.78
City Union Bank,Financial,21.81,2.48,0,2.48
Voltas,Cons Durable,47.85,2.46,1.32,2.43
Info Edge (India),Services,100.66,2.55,0,2.18
RBL Bank,Financial,14.06,4.19,0,2.12
MRF,Automobile,24.69,2.52,0,2.03
Apollo Hospitals,Healthcare,65.55,2.3,1.25,1.98
Indraprastha Gas,Energy,30.82,1.95,1.02,1.89
Indian Hotels,Services,64.59,1.79,1.02,1.79
Tata Global Beverages,FMCG,41.99,1.92,0.94,1.78
REC,Financial,4.67,2.41,0,1.77
AU Small Finance Bank,Financial,35.47,1.93,0,1.76
LIC Housing Fin.,Financial,7.08,2.56,0,1.76
Tata Power,Energy,24.62,2.15,0,1.75
Cholamandalam Invest. & Fin.,Financial,18.46,1.75,0,1.75
Bharat Forge,Automobile,20.9,2.62,0,1.73
Bharat Electronics,Engineering,14.22,2.03,0,1.67
Jubilant FoodWorks,Services,63.69,1.61,0.48,1.61
Bata India,FMCG,65.48,1.61,0.46,1.61
Crompton Greaves Consumer Electricals,Cons Durable,38.93,1.6,0,1.6
Tata Chemicals,Chemicals,13.09,1.88,1.48,1.6
The Ramco Cements,Construction,30.88,1.62,1.21,1.56
M&M Financial Services,Financial,16.78,2.17,1.29,1.5
Rajesh Exports,Cons Durable,16.59,1.68,1.1,1.4
Exide Industries,Engineering,17.73,1.84,1.27,1.38
508. Motilal Oswal Midcap 30 Fund - Regular Plan,,,,,
Bajaj Finance,Financial,47.43,10.31,3.4,10.31
City Union Bank,Financial,21.81,8.77,0,8.77
Voltas,Cons Durable,47.85,8.22,0,8.22
HDFC Asset Management Company,Financial,64.57,7.14,0,7.14
Crompton Greaves Consumer Electricals,Cons Durable,38.93,6.86,0,6.86
AU Small Finance Bank,Financial,35.47,6.53,0,6.3
Page Industries,Textiles,66.04,6.29,0,5.45
Bata India,FMCG,65.48,4.55,0,4.55
Asian Paints,Chemicals,65.48,9.14,0,4.49
Jubilant FoodWorks,Services,63.69,4.33,0,4.33
RBL Bank,Financial,14.06,12.24,2.69,4.19
Kansai Nerolac Paints,Chemicals,61.13,5.2,0,3.68
Havells India,Engineering,55.86,5.61,2.34,3.66
Sundram Fasteners,Engineering,22.83,4.12,0,3.02
Balkrishna Industries,Automobile,22.05,4.75,0,2.97
Astral Poly Technik,Chemicals,82.44,5.39,0,2.92
Wabco India,Automobile,44.15,4.38,2.54,2.92
Eris Lifesciences,Healthcare,19.08,4.53,0,2.3
Cholamandalam Invest. & Fin.,Financial,18.46,4.27,0,1.96
The Ramco Cements,Construction,30.88,6.84,1.92,1.92
Ipca Laboratories,Healthcare,22.85,2.37,0,1.21
509. Motilal Oswal Multicap 35 Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,10.66,7.25,10.66
Infosys,Technology,17.88,7.51,0,6.89
Axis Bank,Financial,45.35,7.51,0,6.47
HDFC Life Insurance,Financial,92.87,6.36,0,6.36
Larsen & Toubro,Construction,21.91,6.4,0,6.17
Bajaj Finance,Financial,47.43,5.56,2.27,5.56
Maruti Suzuki India,Automobile,32.29,8.67,3.94,5.07
HDFC,Financial,34.78,9.88,2.86,4.93
United Spirits,FMCG,58.21,4.72,2.36,4.49
Tata Consultancy Services,Technology,24.03,5.92,0,4.21
Eicher Motors,Automobile,26.89,6.63,3.29,3.44
Kotak Mahindra Bank,Financial,37.49,3.35,0,3.35
HPCL,Energy,9.19,7.92,2.54,3.27
Asian Paints,Chemicals,65.48,3.2,0,3.2
ICICI Lombard General Insurance,Financial,54.96,3.57,0,2.97
Petronet LNG,Energy,18.97,3.86,0,2.97
Titan Company,Cons Durable,83.8,3.1,0,2.81
Britannia Inds.,FMCG,68.74,4.98,2.27,2.48
RBL Bank,Financial,14.06,6.36,2.19,2.19
AU Small Finance Bank,Financial,35.47,2.47,0,2.14
Ajanta Pharma,Healthcare,22.13,4.77,1.6,2.02
L&T Infotech,Technology,19.51,2.07,0,1.59
Vaibhav Global,Cons Durable,16.17,1.54,0,1.49
Eris Lifesciences,Healthcare,19.08,2.08,0,1.19
Alkem Laboratories,Healthcare,29.07,4.61,0.69,1.08
510. Motilal Oswal NASDAQ 100 Exchange Traded Fund,,,,,
Microsoft Corportion (US),Technology,-,-,-,11.46
Apple Inc. (USA),Cons Durable,-,-,-,10.94
Amazon. com Inc. (USA),Cons Durable,-,-,-,9.23
Facebook Co,Technology,-,-,-,4.66
Alphabet Inc Class C,Technology,-,-,-,4.66
Alphabet Inc Class A,Technology,-,-,-,4.08
Intel Corporation (USA),Technology,-,-,-,2.74
Cisco Systems Inc. (USA),Cons Durable,-,-,-,2.52
Comcast Corporation (USA),Communication,-,-,-,2.45
PepsiCo Inc,FMCG,-,-,-,2.29
Adobe Systems Inc. (USA),Technology,-,-,-,1.63
Costco Wholesale Corporation (USA),Services,-,-,-,1.52
Paypal Holdings Inc - W/I,Services,-,-,-,1.45
Texas Instruments Inc. (US),Technology,-,-,-,1.44
Amgen Inc. (USA),Healthcare,-,-,-,1.43
NetFlix Inc. (USA),Services,-,-,-,1.39
Broadcom Corporation (USA),Communication,-,-,-,1.31
Starbucks Corporation (USA),FMCG,-,-,-,1.29
NVIDIA Corporation (USA),Technology,-,-,-,1.26
QUALCOMM Inc. (USA),Communication,-,-,-,1.12
Charter Communications,Communication,-,-,-,1.09
Booking Holdings Inc,Services,-,-,-,1.02
Gilead Sciences Inc. (USA),Healthcare,-,-,-,0.96
Mondelez International,FMCG,-,-,-,0.96
Automatic Data Processing Inc. (USA),Services,-,-,-,0.84
511. Motilal Oswal Nasdaq 100 FOF - Regular Plan,,,,,
Motilal Oswal MOSt Shares NASDAQ-100 ETF,-,-,-,-,99.16
512. Motilal Oswal Nifty 500 Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,7.81,7.81,7.81
Reliance Industries,Energy,21.03,6.71,6.71,6.71
HDFC,Financial,34.78,5.02,5.02,5.02
Infosys,Technology,17.88,4.34,4.34,4.34
ICICI Bank,Financial,54.6,4.12,4.12,4.12
ITC,FMCG,24.06,3.29,3.29,3.29
Tata Consultancy Services,Technology,24.03,3.25,3.25,3.25
Kotak Mahindra Bank,Financial,37.49,3.24,3.24,3.24
Larsen & Toubro,Construction,21.91,2.68,2.68,2.68
Hindustan Unilever,FMCG,70.25,2.08,2.08,2.08
Axis Bank,Financial,45.35,2.03,2.03,2.03
State Bank of India,Financial,30.54,1.53,1.53,1.53
Bajaj Finance,Financial,47.43,1.42,1.42,1.42
Maruti Suzuki India,Automobile,32.29,1.32,1.32,1.32
Indusind Bank,Financial,22.19,1.23,1.23,1.23
Asian Paints,Chemicals,65.48,1.17,1.17,1.17
Bharti Airtel,Communication,0,1.03,1.03,1.03
HCL Technologies,Technology,14.98,0.86,0.86,0.86
Titan Company,Cons Durable,83.8,0.78,0.78,0.78
Mahindra & Mahindra,Automobile,12.49,0.77,0.77,0.77
Bajaj Finserv,Financial,34.38,0.76,0.76,0.76
NTPC,Energy,10.18,0.75,0.75,0.75
Nestle India,FMCG,85.64,0.74,0.74,0.74
Power Grid Corporation,Energy,7.05,0.69,0.69,0.69
Ultratech Cement,Construction,38.2,0.67,0.67,0.67
513. Motilal Oswal Nifty Bank Index Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,30.87,30.87,30.87
ICICI Bank,Financial,54.6,18.49,18.49,18.49
Kotak Mahindra Bank,Financial,37.49,14.51,14.51,14.51
Axis Bank,Financial,45.35,12.12,12.12,12.12
State Bank of India,Financial,30.54,9.12,9.12,9.12
Indusind Bank,Financial,22.19,7.32,7.32,7.32
Federal Bank,Financial,10.93,1.58,1.58,1.58
RBL Bank,Financial,14.06,1.2,1.2,1.2
Bank of Baroda,Financial,57.88,0.97,0.97,0.97
Yes Bank,Financial,22.78,0.76,0.76,0.76
IDFC First Bank,Financial,0,0.66,0.66,0.66
Punjab National Bank,Financial,0,0.58,0.58,0.58
514. Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan,,,,,
Federal Bank,Financial,10.93,2.08,2.08,2.08
City Union Bank,Financial,21.81,1.86,1.86,1.86
Voltas,Cons Durable,47.85,1.82,1.82,1.82
Info Edge (India),Services,100.66,1.63,1.63,1.63
RBL Bank,Financial,14.06,1.59,1.59,1.59
MRF,Automobile,24.69,1.52,1.52,1.52
Apollo Hospitals,Healthcare,65.55,1.49,1.49,1.49
Indraprastha Gas,Energy,30.82,1.42,1.42,1.42
Indian Hotels,Services,64.59,1.34,1.34,1.34
Tata Global Beverages,FMCG,41.99,1.33,1.33,1.33
REC,Financial,4.67,1.33,1.33,1.33
AU Small Finance Bank,Financial,35.47,1.32,1.32,1.32
LIC Housing Fin.,Financial,7.08,1.32,1.32,1.32
Tata Power,Energy,24.62,1.31,1.31,1.31
Cholamandalam Invest. & Fin.,Financial,18.46,1.31,1.31,1.31
Bharat Forge,Automobile,20.9,1.3,1.3,1.3
Sundaram Finance,Financial,15.99,1.26,1.26,1.26
Trent,Services,126.99,1.26,1.26,1.26
Bharat Electronics,Engineering,14.22,1.25,1.25,1.25
Jubilant FoodWorks,Services,63.69,1.21,1.21,1.21
Bata India,FMCG,65.48,1.21,1.21,1.21
Crompton Greaves Consumer Electricals,Cons Durable,38.93,1.2,1.2,1.2
Tata Chemicals,Chemicals,13.09,1.2,1.2,1.2
The Ramco Cements,Construction,30.88,1.17,1.17,1.17
M&M Financial Services,Financial,16.78,1.13,1.13,1.13
515. Motilal Oswal Nifty Smallcap 250 Index Fund - Regular Plan,,,,,
PVR,Services,52.87,1.46,1.46,1.46
NIIT Technologies,Technology,22.63,1.36,1.36,1.36
DCB Bank,Financial,15.73,1.26,1.26,1.26
Multi Commodity Exchange India,Financial,27.31,1.2,1.2,1.2
Blue Star,Cons Durable,47.1,1.15,1.15,1.15
Karur Vysya Bank,Financial,18.68,1.14,1.14,1.14
IDFC,Financial,34.53,1.13,1.13,1.13
Kajaria Ceramics,Construction,38.47,1.11,1.11,1.11
Cyient,Technology,10.17,0.95,0.95,0.95
Dr. Lal Pathlabs,Healthcare,58.37,0.94,0.94,0.94
Ujjivan Financial Services,Financial,109.26,0.93,0.93,0.93
Tube Investments Of India,Automobile,26.74,0.92,0.92,0.92
Procter & Gamble Health,Healthcare,51.75,0.91,0.91,0.91
